Location,Staff Quarter,Table Name,24X7Security,AC,Area,ATM,BED,Cafeteria,Car Parking,Children'splayarea,Club House,Dining Table,Gasconnection,Golf Course,Gymnasium,Hospital,Indoor Games,Intercom,Jogging Track,Landscaped Gardens,Lift Available,Maintenance Staff,Microwave,Multipurpose Room,No. of Bedrooms,Power Backup,Price,Rain Water Harvesting,Refrigerator,Resale,School,Shopping Mall,Sofa,Sports Facility,Swimming Pool,TV,Vaastu Compliant,Wardrobe,Washing Machine,Wifi
Borivali West,9,Mumbai.csv,9,9,580,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,27500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Dahisar,9,Mumbai.csv,9,9,1196,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,16500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Sion,9,Mumbai.csv,9,9,980,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,8600000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla West,9,Mumbai.csv,9,9,695,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla West,9,Mumbai.csv,9,9,575,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,22500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla West,9,Mumbai.csv,9,9,1350,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,8200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,725,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,8100000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,720,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,8298999,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,7598999,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,750,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,11000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla West,9,Mumbai.csv,9,9,900,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,7998999,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla West,9,Mumbai.csv,9,9,690,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,7798999,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,7898999,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,680,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,11500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla West,9,Mumbai.csv,9,9,1100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,7998999,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,18500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,1676,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,11000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla East,9,Mumbai.csv,9,9,750,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,42500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,2400,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7100000,9,9,1,9,9,9,9,9,9,9,9,9,9
Greater Khanda,9,Mumbai.csv,9,9,950,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,7800000,9,9,1,9,9,9,9,9,9,9,9,9,9
Greater Khanda,9,Mumbai.csv,9,9,950,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,17000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Chedda Nagar,9,Mumbai.csv,9,9,775,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2400000,9,9,0,9,9,9,9,9,9,9,9,9,9
Nala Sopara,9,Mumbai.csv,9,9,585,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,750,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4900000,9,9,1,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,239,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,5700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,283,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,6351000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,352,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,6900000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,440,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,24500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Jogeshwari West,9,Mumbai.csv,9,9,1350,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,24500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Jogeshwari West,9,Mumbai.csv,9,9,1350,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,22500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,1250,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,40000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,1700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,8400000,9,9,1,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Malad East,9,Mumbai.csv,9,9,570,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,13500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Malad East,9,Mumbai.csv,9,9,820,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,4800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kalyan East,9,Mumbai.csv,9,9,855,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,3300000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kalyan East,9,Mumbai.csv,9,9,600,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kalyan East,9,Mumbai.csv,9,9,880,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,4500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Dombivali,9,Mumbai.csv,9,9,600,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kandivali West,9,Mumbai.csv,9,9,580,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Malad East,9,Mumbai.csv,9,9,425,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,44500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Sion,9,Mumbai.csv,9,9,1950,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,2350000,9,9,1,9,9,9,9,9,9,9,9,9,9
Bandra East,9,Mumbai.csv,9,9,425,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,7598999,9,9,1,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,400,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,599,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,27400000,9,9,0,9,9,9,9,9,9,9,9,9,9
Manpada,9,Mumbai.csv,9,9,1552,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,14600000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,958,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,18500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,1174,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,419,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,12800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,705,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,13500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,931,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Santacruz East,9,Mumbai.csv,9,9,350,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kurla,9,Mumbai.csv,9,9,750,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4900000,9,9,1,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,239,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,5700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,283,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,6351000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,352,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,6900000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,440,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,24500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Jogeshwari West,9,Mumbai.csv,9,9,1350,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,24500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Jogeshwari West,9,Mumbai.csv,9,9,1350,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,22500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,1250,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,40000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,1700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,8400000,9,9,1,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Malad East,9,Mumbai.csv,9,9,570,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,13500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Malad East,9,Mumbai.csv,9,9,820,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,4800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kalyan East,9,Mumbai.csv,9,9,855,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,3300000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kalyan East,9,Mumbai.csv,9,9,600,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kalyan East,9,Mumbai.csv,9,9,880,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,4500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Dombivali,9,Mumbai.csv,9,9,600,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kandivali West,9,Mumbai.csv,9,9,580,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Malad East,9,Mumbai.csv,9,9,425,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,44500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Sion,9,Mumbai.csv,9,9,1950,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,2350000,9,9,1,9,9,9,9,9,9,9,9,9,9
Bandra East,9,Mumbai.csv,9,9,425,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,35000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Powai,9,Mumbai.csv,9,9,1700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,15200000,9,9,1,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,680,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,14500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kandivali West,9,Mumbai.csv,9,9,950,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,26000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Malad West,9,Mumbai.csv,9,9,1280,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,18000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Goregaon West,9,Mumbai.csv,9,9,704,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,3700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Andheri East,9,Mumbai.csv,9,9,300,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,3700000,9,9,1,9,9,9,9,9,9,9,9,9,9
Andheri East,9,Mumbai.csv,9,9,300,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,3400000,9,9,1,9,9,9,9,9,9,9,9,9,9
Andheri East,9,Mumbai.csv,9,9,300,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,7500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Malad West,9,Mumbai.csv,9,9,495,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,6850000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,1050,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,4000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,3000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,550,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4550000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,3990000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4151000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4225000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4140999,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,3000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,550,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,4000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Ulwe,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,6500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Malad West,9,Mumbai.csv,9,9,525,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,16100000,9,9,1,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,675,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Mira Road East,9,Mumbai.csv,9,9,540,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,7700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kamothe,9,Mumbai.csv,9,9,1110,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,27500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Prabhadevi,9,Mumbai.csv,9,9,1000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,110000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Andheri West,9,Mumbai.csv,9,9,3000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7209999,9,9,0,9,9,9,9,9,9,9,9,9,9
Mira Road East,9,Mumbai.csv,9,9,900,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,5637000,9,9,0,9,9,9,9,9,9,9,9,9,9
Mira Road East,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,13200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Mira Road East,9,Mumbai.csv,9,9,1500,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9450000,9,9,0,9,9,9,9,9,9,9,9,9,9
Mira Road East,9,Mumbai.csv,9,9,1080,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,5150000,9,9,0,9,9,9,9,9,9,9,9,9,9
Mira Road East,9,Mumbai.csv,9,9,720,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,6500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kharodi,9,Mumbai.csv,9,9,450,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,27900000,9,9,1,9,9,9,9,9,9,9,9,9,9
Wadala,9,Mumbai.csv,9,9,1086,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,18900000,9,9,0,9,9,9,9,9,9,9,9,9,9
Wadala,9,Mumbai.csv,9,9,925,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,13899999,9,9,0,9,9,9,9,9,9,9,9,9,9
Wadala,9,Mumbai.csv,9,9,505,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,31800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Ghatkopar West,9,Mumbai.csv,9,9,1046,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,46200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Ghatkopar West,9,Mumbai.csv,9,9,1507,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,10800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,1260,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,10700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,1240,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,10600000,9,9,1,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,1230,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,16500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,646,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,27500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Borivali West,9,Mumbai.csv,9,9,1056,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,22000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Borivali East,9,Mumbai.csv,9,9,858,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,31300000,9,9,0,9,9,9,9,9,9,9,9,9,9
Borivali East,9,Mumbai.csv,9,9,1043,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8920000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,749,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,7320000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,746,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,13100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,1140,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,13100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Thane West,9,Mumbai.csv,9,9,1140,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,21700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Andheri West,9,Mumbai.csv,9,9,707,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,27799999,9,9,0,9,9,9,9,9,9,9,9,9,9
Andheri West,9,Mumbai.csv,9,9,944,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,13899999,9,9,0,9,9,9,9,9,9,9,9,9,9
Kandivali East,9,Mumbai.csv,9,9,614,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,52100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Juhu,9,Mumbai.csv,9,9,1104,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,14300000,9,9,0,9,9,9,9,9,9,9,9,9,9
Ghatkopar West,9,Mumbai.csv,9,9,686,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,24600000,9,9,0,9,9,9,9,9,9,9,9,9,9
Ghatkopar West,9,Mumbai.csv,9,9,1182,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,34800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Ville Parle West,9,Mumbai.csv,9,9,750,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,36500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Wadala,9,Mumbai.csv,9,9,1620,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,2150000,9,9,0,9,9,9,9,9,9,9,9,9,9
Badlapur East,9,Mumbai.csv,9,9,655,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2150000,9,9,1,9,9,9,9,9,9,9,9,9,9
Badlapur East,9,Mumbai.csv,9,9,655,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2150000,9,9,1,9,9,9,9,9,9,9,9,9,9
Badlapur East,9,Mumbai.csv,9,9,655,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2250000,9,9,1,9,9,9,9,9,9,9,9,9,9
Badlapur East,9,Mumbai.csv,9,9,655,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2400000,9,9,1,9,9,9,9,9,9,9,9,9,9
Badlapur West,9,Mumbai.csv,9,9,700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,3100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Badlapur East,9,Mumbai.csv,9,9,920,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2399000,9,9,1,9,9,9,9,9,9,9,9,9,9
Badlapur East,9,Mumbai.csv,9,9,700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Vangani,9,Mumbai.csv,9,9,610,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2190000,9,9,0,9,9,9,9,9,9,9,9,9,9
Badlapur East,9,Mumbai.csv,9,9,655,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,3200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Badlapur East,9,Mumbai.csv,9,9,820,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,3600000,9,9,0,9,9,9,9,9,9,9,9,9,9
Ambernath West,9,Mumbai.csv,9,9,910,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2450000,9,9,0,9,9,9,9,9,9,9,9,9,9
Ambernath West,9,Mumbai.csv,9,9,550,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,3100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Badlapur East,9,Mumbai.csv,9,9,920,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2650000,9,9,1,9,9,9,9,9,9,9,9,9,9
Badlapur West,9,Mumbai.csv,9,9,650,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Mira Road East,9,Mumbai.csv,9,9,1170,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,8600000,9,9,0,9,9,9,9,9,9,9,9,9,9
